,Feature,mean_score
729,max_empl_industry_691L_POST_TELCO,11.371867000025592
166,max_dtlastpmt_581D,11.315974964612955
578,lastst_736L_R,11.142751715133238
1134,max_financialinstitution_591M_d5809fcf,10.97051464353267
1175,min_purposeofcred_426M_96a8fdfe,10.961701569928184
264,max_dateofcredend_289D,10.955537264478384
317,sum_numberofinstls_320L,10.843535039779905
404,credtype_322L_COL,10.426207438192101
1070,max_financialinstitution_382M_dcf5a604,10.42443922191182
1178,min_purposeofcred_426M_a55475b1,10.41608002033821
329,min_overdueamountmaxdatemonth_365T,10.272161436931668
125,max_childnum_21L,10.068267295382459
768,max_relationshiptoclient_415T_NEIGHBOR,9.982628202503896
779,max_relationshiptoclient_642T_NEIGHBOR,9.982628202503896
681,max_conts_type_509L_EMPLOYMENT_PHONE,9.957921593141492
546,lastrejectreason_759M_P53_10_15,9.914944846319884
937,max_contractst_964M_b83056f9,9.837665750680973
1066,max_financialinstitution_382M_dbddb6bb,9.791292588613349
1138,max_financialinstitution_591M_d80abc0d,9.731320509995536
385,max_pmts_overdue_1140A,9.610696585780767
405,credtype_322L_REL,9.551254807107444
384,mean_pmts_overdue_1140A,9.512246750178816
148,max_credacc_transactions_402L,9.505346094402103
120,min_byoccupationinc_3656910L,9.465414754802191
1226,max_subjectroles_name_541M_be4fd70b,9.2568416774323
556,lastrejectreasonclient_4145040M_P19_25_34,9.145966436865727
947,max_contractst_964M_c288ac5d,9.081720080385104
358,max_totalamount_996A,8.961005875215704
771,max_relationshiptoclient_415T_PARENT,8.764047135969614
782,max_relationshiptoclient_642T_PARENT,8.764047135969614
1129,max_financialinstitution_591M_cb830fec,8.732126884637708
601,max_credacc_status_367L_CR,8.68817904161082
531,lastcancelreason_561M_P98_38_170,8.621215908433445
204,count_num_group2,8.581680362271145
292,sum_instlamount_768A,8.546725498901575
437,lastapprcommoditycat_1041M_P184_3_97,8.528605417419975
127,sum_childnum_21L,8.518872965458272
112,sum_actualdpd_943P,8.480833199760067
1210,max_purposeofcred_874M_d11871e7,8.471513896730393
1130,max_financialinstitution_591M_cc2c2610,8.448292445068388
1000,max_contractst_964M_fec76166,8.29836853296568
734,max_empl_industry_691L_TRANSPORTATION,8.163758375907591
537,lastrejectreason_759M_P129_162_80,8.106586132018567
590,education_1103M_717ddd49,7.983737466104929
309,sum_numberofcontrsvalue_258L,7.935817694651127
1203,max_purposeofcred_874M_60c73645,7.85715634814339
963,max_contractst_964M_d3a8590c,7.791730544706062
892,max_contractst_545M_e2e7d341,7.493898124857229
459,lastapprcommoditycat_1041M_a55475b1,7.450163859597385
540,lastrejectreason_759M_P198_131_9,7.447113991296334
982,max_contractst_964M_ec535951,7.438298301643171
661,max_rejectreasonclient_4145042M_P30_86_84,7.389266241835157
1075,max_financialinstitution_382M_e3b74e00,7.347791021168829
1142,max_financialinstitution_591M_dc4439a9,7.311854716721402
677,max_status_219L_R,7.3010920020447285
1237,max_subjectroles_name_838M_be4fd70b,7.300890038818082
964,max_contractst_964M_d692b98e,7.283481145158122
719,max_empl_industry_691L_GAMING,7.2277607006076545
812,max_classificationofcontr_13M_a55475b1,7.215676986557282
671,max_status_219L_H,7.20326197405989
921,max_contractst_964M_a72cf06d,7.159369052745119
889,max_contractst_545M_b919198c,7.071477150083199
623,max_inittransactioncode_279L_NDF,7.052079244575867
1059,max_financialinstitution_382M_d5809fcf,7.027577831237662
718,max_empl_industry_691L_FINANCE,6.910259443271748
435,lastapprcommoditycat_1041M_P177_46_174,6.884497127550598
110,max_actualdpd_943P,6.864484942900038
463,lastcancelreason_561M_P118_140_56,6.864332608335193
388,max_pmts_overdue_1152A,6.851823752061701
1104,max_financialinstitution_382M_fd828f59,6.844870764195402
1214,max_purposeofcred_874M_ee7d1eb8,6.838547181609026
1157,max_financialinstitution_591M_f4518152,6.829247706391517
510,lastcancelreason_561M_P55_81_55,6.828567689617321
596,requesttype_4525192L_SOCIAL_6,6.613891548987439
1132,max_financialinstitution_591M_d1c4d78f,6.6057288967043
665,max_rejectreasonclient_4145042M_P84_14_61,6.577361356747837
727,max_empl_industry_691L_MINING,6.549380677050841
908,max_contractst_964M_89721976,6.54086143694314
494,lastcancelreason_561M_P19_25_34,6.425031480368813
1055,max_financialinstitution_382M_d1c4d78f,6.369873747140974
142,sum_credacc_maxhisbal_375A,6.366959492198465
572,lastst_736L_H,6.281575055784526
1186,min_purposeofcred_874M_164ee705,6.179022534353171
473,lastcancelreason_561M_P141_135_146,6.12490659123201
291,max_instlamount_768A,6.0440913697766945
643,max_postype_4733339M_P60_146_156,5.933980741877243
346,max_refreshdate_3813885D,5.9305343207940115
507,lastcancelreason_561M_P46_50_166,5.881764297936762
613,max_education_1138M_P97_36_170,5.8381750057807915
1044,max_financialinstitution_382M_c278975a,5.837580968806801
607,max_credtype_587L_REL,5.760017906778611
636,max_isdebitcard_527L_nan,5.757562443304266
633,min_isdebitcard_527L_nan,5.757562443304266
355,max_totalamount_6A,5.752597842516295
443,lastapprcommoditycat_1041M_P216_109_183,5.584138801758704
641,max_postype_4733339M_P217_110_186,5.571238859854086
547,lastrejectreason_759M_P5_143_178,5.56109228463351
731,max_empl_industry_691L_RECRUITMENT,5.553194213507951
267,max_dateofcredend_353D,5.544969862265615
508,lastcancelreason_561M_P52_67_90,5.384713220658342
262,mean_dateofcredend_289D,5.378157383470902
234,max_openingdate_857D,5.349936737956793
999,max_contractst_964M_fd624e63,5.320225388016176
598,max_credacc_status_367L_AC,5.3134384299810025
124,min_childnum_21L,5.284958196917943
320,max_numberofoutstandinstls_59L,5.2526179948620895
682,max_conts_type_509L_HOME_PHONE,5.207659946848766
1238,max_subjectroles_name_838M_daf49a8a,4.960067677519025
990,max_contractst_964M_f7149e7d,4.942671165954021
741,max_familystate_447L_WIDOWED,4.940310672913587
478,lastcancelreason_561M_P163_9_145,4.865203106401829
1040,max_financialinstitution_382M_bbb5839e,4.848141454888014
183,mean_mainoccupationinc_437A,4.827086167408361
428,lastapprcommoditycat_1041M_P148_110_5,4.802714333695156
609,max_education_1138M_P106_81_188,4.801543612528777
111,mean_actualdpd_943P,4.772174451783435
561,lastrejectreasonclient_4145040M_P53_10_15,4.7502872534876515
1080,max_financialinstitution_382M_e9bfdb5c,4.7440686880168625
365,min_totaloutstanddebtvalue_39A,4.696242728253679
713,max_empl_industry_691L_ARMY_POLICE,4.681947051975878
952,max_contractst_964M_c98a5e22,4.673634590881321
686,max_conts_type_509L_SECONDARY_MOBILE,4.608266189422543
639,max_postype_4733339M_P169_115_83,4.602428133145341
1042,max_financialinstitution_382M_c1525162,4.575226580425476
410,disbursementtype_67L_nan,4.548386202071886
638,max_postype_4733339M_P149_40_170,4.5012240061276785
938,max_contractst_964M_b919198c,4.474072888931123
352,max_residualamount_856A,4.45510773817126
716,max_empl_industry_691L_CHARITY_RELIGIOUS,4.350456752826946
946,max_contractst_964M_c068287a,4.336390664655212
1144,max_financialinstitution_591M_dcf5a604,4.271568163490176
702,max_education_927M_P157_18_172,4.270266534470542
876,max_classificationofcontr_400M_f920c170,4.209622529360879
1099,max_financialinstitution_382M_f4518152,4.194192762312717
747,max_housetype_905L_PARENTAL,4.167142906401273
474,lastcancelreason_561M_P145_10_63,4.159683062120565
778,max_relationshiptoclient_642T_GRAND_PARENT,4.087346904432671
767,max_relationshiptoclient_415T_GRAND_PARENT,4.087346904432671
652,max_rejectreason_755M_P48_22_32,3.9508796990872512
383,min_pmts_overdue_1140A,3.9489013364487975
611,max_education_1138M_P17_36_170,3.940567659752815
270,max_dateofcredstart_181D,3.8516839828501097
584,twobodfilling_608L_nan,3.8454185002857177
723,max_empl_industry_691L_IT,3.8329092546712484
735,max_empl_industry_691L_WELNESS,3.7975538153584725
509,lastcancelreason_561M_P53_10_15,3.7883068533575193
911,max_contractst_964M_8f3a197f,3.7776155866681513
422,lastapprcommoditycat_1041M_P128_43_169,3.753244328572193
479,lastcancelreason_561M_P169_159_178,3.6912990026034453
511,lastcancelreason_561M_P57_100_127,3.685158324350078
114,max_annuity_853A,3.659656021083486
693,max_credacc_cards_status_52L_RENEWED,3.6331327385698664
469,lastcancelreason_561M_P123_22_171,3.614491073778033
496,lastcancelreason_561M_P203_135_156,3.6140995148710635
467,lastcancelreason_561M_P120_0_10,3.596512146474823
319,mean_numberofoutstandinstls_59L,3.563071164622486
180,sum_isdebitcard_527L,3.538702491285571
1135,max_financialinstitution_591M_d6a7d943,3.520113541026556
536,lastrejectreason_759M_P121_60_164,3.452598242112937
539,lastrejectreason_759M_P196_88_176,3.428185292902244
798,max_type_25L_HOME_PHONE,3.4086812498855092
499,lastcancelreason_561M_P205_40_167,3.390197532103903
366,mean_totaloutstanddebtvalue_39A,3.34327300910358
722,max_empl_industry_691L_INSURANCE,3.323428062254423
701,max_education_927M_P106_81_188,3.310815966236232
914,max_contractst_964M_9c5b185b,3.303567842005585
672,max_status_219L_K,3.2581771091576215
542,lastrejectreason_759M_P30_86_84,3.2068740341794744
968,max_contractst_964M_dc23998c,3.2061739069402577
490,lastcancelreason_561M_P198_14_171,3.203370841249633
425,lastapprcommoditycat_1041M_P137_6_96,3.1947264685871293
530,lastcancelreason_561M_P95_76_117,3.1218557961387816
280,sum_debtoutstand_525A,3.077300485162182
279,max_debtoutstand_525A,3.0694125725882015
278,mean_debtoutstand_525A,3.0694125725882015
277,min_debtoutstand_525A,3.0694125725882015
1010,max_financialinstitution_382M_P150_136_157,3.0531390274457957
852,max_classificationofcontr_400M_d7416962,3.0288340874774753
486,lastcancelreason_561M_P187_10_172,3.000027538908886
724,max_empl_industry_691L_LAWYER,2.9902275124740654
592,education_1103M_c8e1a1d0,2.9227364487068135
1200,min_purposeofcred_874M_a55475b1,2.9067392591632797
745,max_housetype_905L_FLAT,2.878141809652634
858,max_classificationofcontr_400M_e2453741,2.873583646322751
837,max_classificationofcontr_400M_be7b251d,2.8565054943905697
126,mean_childnum_21L,2.787853773891316
295,max_lastupdate_1112D,2.7746705764504407
1227,max_subjectroles_name_541M_daf49a8a,2.7666995817256343
489,lastcancelreason_561M_P195_62_170,2.719491020554642
304,min_nominalrate_281L,2.6859315717070498
109,min_actualdpd_943P,2.678868152226424
1191,min_purposeofcred_874M_44164129,2.6479353568066797
446,lastapprcommoditycat_1041M_P33_29_177,2.6035617770274944
1133,max_financialinstitution_591M_d35b8336,2.6026574931823756
989,max_contractst_964M_f42e087b,2.6002828157749636
863,max_classificationofcontr_400M_e6e56e83,2.5981911232454213
1025,max_financialinstitution_382M_a8468729,2.5524942689353445
450,lastapprcommoditycat_1041M_P49_162_170,2.5520431411141193
703,max_education_927M_P17_36_170,2.5499555713267155
934,max_contractst_964M_b5aee7a5,2.547134146646874
957,max_contractst_964M_cae5106c,2.490002675793688
353,min_totalamount_6A,2.469492652396875
720,max_empl_industry_691L_GOVERNMENT,2.4307051847440073
433,lastapprcommoditycat_1041M_P160_128_10,2.425426192443721
495,lastcancelreason_561M_P201_100_144,2.415406290662431
648,max_rejectreason_755M_P196_88_176,2.4038078377736634
308,max_numberofcontrsvalue_258L,2.377670648579835
367,max_totaloutstanddebtvalue_39A,2.3434644885050973
684,max_conts_type_509L_PRIMARY_EMAIL,2.326043541670619
307,mean_numberofcontrsvalue_258L,2.3055666390491005
901,max_contractst_964M_8260bab9,2.255848558042321
321,sum_numberofoutstandinstls_59L,2.239972887324729
318,min_numberofoutstandinstls_59L,2.2273578830972967
962,max_contractst_964M_d25ebcc6,2.223773764639967
306,min_numberofcontrsvalue_258L,2.1607635359512827
894,max_contractst_545M_fd624e63,2.121374183368241
752,max_incometype_1044T_HANDICAPPED_2,2.1080423454366857
1012,max_financialinstitution_382M_P40_52_135,2.0978464521053435
789,max_role_1084L_EM,2.080345714409158
293,mean_lastupdate_1112D,2.0725144592925853
235,mean_openingdate_857D,2.070871068595077
565,lastrejectreasonclient_4145040M_P69_72_116,2.032556168850407
1213,max_purposeofcred_874M_e8f3b178,2.023325459203914
480,lastcancelreason_561M_P16_126_23,2.0191389204035692
1232,min_subjectroles_name_838M_P28_48_88,2.0091814149084875
637,max_postype_4733339M_P140_48_169,1.9832330803307812
501,lastcancelreason_561M_P23_22_19,1.9536641619125832
1115,max_financialinstitution_591M_a97f66ac,1.9046648724261988
867,max_classificationofcontr_400M_ec433ade,1.9031494457662987
485,lastcancelreason_561M_P185_66_167,1.896001465711307
1126,max_financialinstitution_591M_c1525162,1.87010620656425
169,max_dtlastpmtallstes_3545839D,1.8264046042993802
1032,max_financialinstitution_382M_b0c676ae,1.8219117546634638
1217,min_subjectroles_name_541M_15f04f45,1.8036698850627828
523,lastcancelreason_561M_P84_14_61,1.80318359098852
1183,max_purposeofcred_426M_e19fdece,1.7682906457960725
1169,min_purposeofcred_426M_44164129,1.7677210756393649
732,max_empl_industry_691L_TOURISM,1.764379342790473
430,lastapprcommoditycat_1041M_P156_122_160,1.7551766559471131
1198,min_purposeofcred_874M_96a8fdfe,1.7436756638948747
869,max_classificationofcontr_400M_edc37208,1.7135932527941395
748,max_housetype_905L_STATE_FLAT,1.712200528934785
1100,max_financialinstitution_382M_f4b22787,1.699459229257764
442,lastapprcommoditycat_1041M_P201_79_148,1.695720883326089
150,sum_credacc_transactions_402L,1.6922085213382323
391,max_pmts_year_1139T,1.6834059322164001
466,lastcancelreason_561M_P11_56_131,1.670204326958722
327,mean_overdueamountmaxdatemonth_284T,1.6694609593224878
464,lastcancelreason_561M_P118_30_169,1.6689598221985997
454,lastapprcommoditycat_1041M_P65_94_74,1.666983471522403
343,max_periodicityofpmts_837L,1.6047560010216784
424,lastapprcommoditycat_1041M_P137_157_60,1.5764642682297048
484,lastcancelreason_561M_P183_71_60,1.5723257876461416
420,lastapprcommoditycat_1041M_P121_6_80,1.5712093855539435
418,lastapprcommoditycat_1041M_P110_120_162,1.5667707014249967
1166,min_purposeofcred_426M_2162d1a4,1.5480988597744432
462,lastcancelreason_561M_P116_157_162,1.5299465533952226
694,max_credacc_cards_status_52L_UNCONFIRMED,1.5287032402896046
924,max_contractst_964M_ac175213,1.5272539344370974
1086,max_financialinstitution_382M_ed1b653a,1.5086912316635248
1156,max_financialinstitution_591M_f27ed340,1.5062161298947796
468,lastcancelreason_561M_P122_66_161,1.49480234026022
587,description_5085714M_nan,1.4934438302888573
593,education_1103M_nan,1.4934438302888573
1058,max_financialinstitution_382M_d35b8336,1.4894294047446321
1027,max_financialinstitution_382M_a97f66ac,1.4798838866785289
500,lastcancelreason_561M_P20_125_107,1.4649419838174256
1158,max_financialinstitution_591M_f4b22787,1.463498917355841
541,lastrejectreason_759M_P19_25_34,1.4620814887404543
519,lastcancelreason_561M_P69_72_116,1.4551202393176808
744,max_housetype_905L_COOP_FLAT,1.4528637581193158
931,max_contractst_964M_b3d257d6,1.443688079538124
444,lastapprcommoditycat_1041M_P21_123_87,1.430636272717094
753,max_incometype_1044T_HANDICAPPED_3,1.4244739720055584
550,lastrejectreason_759M_P84_14_61,1.423020719455594
505,lastcancelreason_561M_P32_163_96,1.4222972308260353
918,max_contractst_964M_a3386307,1.388536333113042
566,lastrejectreasonclient_4145040M_P84_14_61,1.3682209096943527
461,lastcancelreason_561M_P107_145_100,1.3642233325786648
481,lastcancelreason_561M_P175_4_106,1.3443340907452626
438,lastapprcommoditycat_1041M_P187_118_47,1.341692125215933
1096,max_financialinstitution_382M_f27ed340,1.330266735485691
431,lastapprcommoditycat_1041M_P156_50_173,1.3286750968498577
1007,max_financialinstitution_382M_Home Credit,1.3102506242899714
1187,min_purposeofcred_874M_2162d1a4,1.2784020204024538
342,mean_periodicityofpmts_837L,1.2604236163463953
1193,min_purposeofcred_874M_5d1b0cdd,1.251202136172557
828,max_classificationofcontr_400M_a55475b1,1.2365949424942015
532,lastcancelreason_561M_P99_98_113,1.22120430471031
940,max_contractst_964M_ba680094,1.2186686769260542
1081,max_financialinstitution_382M_eb725dc9,1.193346367692832
299,min_monthlyinstlamount_332A,1.1465725782057687
1172,min_purposeofcred_426M_6ec903ee,1.1416087097978913
1009,max_financialinstitution_382M_P133_127_114,1.1390124968810902
1165,min_purposeofcred_426M_164ee705,1.1375981308176881
1095,max_financialinstitution_382M_f0a813a9,1.1332934836808628
545,lastrejectreason_759M_P52_67_90,1.1211853986131277
445,lastapprcommoditycat_1041M_P21_79_33,1.0989680737726397
758,max_incometype_1044T_SELFEMPLOYED,1.09656118139796
880,max_classificationofcontr_400M_fb98f5e4,1.0559812332462517
1026,max_financialinstitution_382M_a91f3bf3,1.0517742513726882
440,lastapprcommoditycat_1041M_P193_109_73,1.0506729146634852
560,lastrejectreasonclient_4145040M_P52_67_90,1.0435075040437525
1069,max_financialinstitution_382M_dcd48f0a,1.017123243656742
874,max_classificationofcontr_400M_f423c437,1.0020308824218334
830,max_classificationofcontr_400M_abc5878e,0.9861096448700508
1106,max_financialinstitution_382M_ff9dc6d9,0.9783493492327946
455,lastapprcommoditycat_1041M_P75_42_174,0.9758439465843631
427,lastapprcommoditycat_1041M_P143_21_170,0.9475944654146018
456,lastapprcommoditycat_1041M_P76_145_175,0.9286466720113371
470,lastcancelreason_561M_P128_12_74,0.9215440737210887
660,max_rejectreasonclient_4145042M_P19_25_34,0.894742609074616
1028,max_financialinstitution_382M_a9d35603,0.8900445594273082
449,lastapprcommoditycat_1041M_P48_73_87,0.8865655192647436
549,lastrejectreason_759M_P69_72_116,0.8832310788361339
699,max_contaddr_smempladdr_334L_True,0.8741953751112006
263,min_dateofcredend_289D,0.8614903862251712
1083,max_financialinstitution_382M_ec7f1260,0.856994388816274
1019,max_financialinstitution_382M_a4f0ab55,0.8306679196356341
647,max_rejectreason_755M_P121_60_164,0.8275175945801465
801,max_type_25L_SECONDARY_MOBILE,0.8274084832339514
1013,max_financialinstitution_382M_P51_123_23,0.8231857235405038
1041,max_financialinstitution_382M_bf7a9f55,0.8177907392679891
1056,max_financialinstitution_382M_d31f6c4d,0.8146025763878766
341,min_periodicityofpmts_837L,0.8052675285255936
458,lastapprcommoditycat_1041M_P98_19_172,0.780018667195207
881,max_classificationofcontr_400M_fd17005c,0.7478944616071668
954,max_contractst_964M_c9b445db,0.746101429494348
743,max_housetype_905L_COMPANY_FLAT,0.7440385231185849
465,lastcancelreason_561M_P11_156_146,0.739446659681647
923,max_contractst_964M_aa0592d0,0.7363149887531892
1176,min_purposeofcred_426M_9e302002,0.7173891362090228
714,max_empl_industry_691L_ART_MEDIA,0.7096427742682534
981,max_contractst_964M_ec24545f,0.6977762400347736
434,lastapprcommoditycat_1041M_P175_82_175,0.682957938883656
426,lastapprcommoditycat_1041M_P141_125_135,0.6650119152927968
1167,min_purposeofcred_426M_28bfa260,0.664812398329828
610,max_education_1138M_P157_18_172,0.6440565870218955
662,max_rejectreasonclient_4145042M_P53_10_15,0.6435625840479176
675,max_status_219L_P,0.6314727321139137
877,max_classificationofcontr_400M_fa2a66b3,0.6272499028995426
526,lastcancelreason_561M_P8_141_180,0.6133149644839783
799,max_type_25L_PHONE,0.5892154962880068
996,max_contractst_964M_fc4d11b5,0.5802223862347891
1073,max_financialinstitution_382M_e247e3d7,0.5699849171179906
1168,min_purposeofcred_426M_4039fc25,0.5352099575477062
1077,max_financialinstitution_382M_e7b2248f,0.5347839090170404
977,max_contractst_964M_e598ef69,0.5340303170111823
907,max_contractst_964M_88c858bd,0.5200661718654797
855,max_classificationofcontr_400M_dd6cd7aa,0.5174204225547079
1189,min_purposeofcred_874M_28bfa260,0.47171800479186204
1049,max_financialinstitution_382M_cb830fec,0.471160613223787
1173,min_purposeofcred_426M_7a7d6960,0.4556237277036187
475,lastcancelreason_561M_P145_77_120,0.45545851480155497
533,lastcancelreason_561M_P9_82_76,0.45483540407260253
1184,max_purposeofcred_426M_e8f3b178,0.4387467152530782
960,max_contractst_964M_ce70bd69,0.4381818217611806
1155,max_financialinstitution_591M_f0a813a9,0.4380408155540616
294,min_lastupdate_1112D,0.4319026737839391
879,max_classificationofcontr_400M_fb8921dc,0.4214731382985463
436,lastapprcommoditycat_1041M_P181_140_94,0.4206166495506176
1197,min_purposeofcred_874M_89ccf2a3,0.40610166284492866
1107,max_financialinstitution_382M_ffafd794,0.4057004100188325
807,max_empls_economicalst_849M_P22_131_138,0.40534209940824534
832,max_classificationofcontr_400M_ada1729d,0.39140834277730135
1230,min_subjectroles_name_838M_15f04f45,0.38322920844149544
476,lastcancelreason_561M_P150_0_30,0.3739145521517211
1163,max_financialinstitution_591M_ff9dc6d9,0.3728333506304222
529,lastcancelreason_561M_P94_154_184,0.3585712063967945
973,max_contractst_964M_e16cd716,0.3570624676984632
233,min_openingdate_857D,0.3538065043882811
1011,max_financialinstitution_382M_P40_25_35,0.34090108339663794
1116,max_financialinstitution_591M_ab7b0f68,0.3399223043322026
1030,max_financialinstitution_382M_acc27a10,0.30914229249597946
854,max_classificationofcontr_400M_dbf17744,0.30888209267105715
1195,min_purposeofcred_874M_7a7d6960,0.307478910552875
301,max_monthlyinstlamount_332A,0.2998055022347446
1182,max_purposeofcred_426M_b1285059,0.29223016140015046
726,max_empl_industry_691L_MARKETING,0.2911153442383132
1128,max_financialinstitution_591M_cb4bf9b5,0.2765963305950286
843,max_classificationofcontr_400M_ca07e0d6,0.27650098778376914
300,mean_monthlyinstlamount_332A,0.2725435832153415
986,max_contractst_964M_f1e73b19,0.26017515636186483
1216,min_subjectroles_name_541M_0c42a10e,0.25938790181054516
1033,max_financialinstitution_382M_b2145224,0.2590945130057629
1147,max_financialinstitution_591M_e7b2248f,0.25854108914539486
1029,max_financialinstitution_382M_ab7b0f68,0.24274240513298218
870,max_classificationofcontr_400M_f0517bc9,0.24159682829206192
683,max_conts_type_509L_PHONE,0.23873919648117936
448,lastapprcommoditycat_1041M_P3_103_80,0.22762645987212593
576,lastst_736L_P,0.22733307452498203
808,max_empls_economicalst_849M_P28_32_178,0.22677375260645471
942,max_contractst_964M_be9e15dc,0.2105856252632807
1063,max_financialinstitution_382M_db36d360,0.21029584276575944
302,sum_monthlyinstlamount_332A,0.19835645137289476
965,max_contractst_964M_d7162397,0.19560499054073016
447,lastapprcommoditycat_1041M_P38_69_128,0.1953112516955772
802,max_type_25L_WHATSAPP,0.19517963565818844
1170,min_purposeofcred_426M_5d1b0cdd,0.19511409371562732
1023,max_financialinstitution_382M_a7156135,0.19508067498807388
883,max_classificationofcontr_400M_fdfb29c9,0.1943293976548826
261,max_credlmt_935A,0.19390336673062492
1057,max_financialinstitution_382M_d3279774,0.18230695705853497
1108,max_financialinstitution_382M_ffc154eb,0.17850134378041088
1218,min_subjectroles_name_541M_1d94eac1,0.17843210007654978
655,max_rejectreason_755M_P84_14_61,0.1777468908073735
1209,max_purposeofcred_874M_b1285059,0.17768126072247092
1031,max_financialinstitution_382M_af6f3698,0.17751649313700574
362,min_totaldebtoverduevalue_718A,0.16574421316821608
363,mean_totaldebtoverduevalue_718A,0.16542310363619367
364,max_totaldebtoverduevalue_718A,0.16509723326512582
1091,max_financialinstitution_382M_eeea8313,0.16315798673672197
1097,max_financialinstitution_382M_f43b5c1d,0.16273043108640434
839,max_classificationofcontr_400M_bfd4245f,0.16273043108640434
913,max_contractst_964M_99b37d4f,0.16269683460901438
1146,max_financialinstitution_591M_e3b74e00,0.1622416790163127
1219,min_subjectroles_name_541M_71ddaa88,0.162076999938219
853,max_classificationofcontr_400M_db56c4a9,0.16184660098199505
1140,max_financialinstitution_591M_dbb3c814,0.16184660098199505
339,mean_periodicityofpmts_1102L,0.15062697924091512
885,max_classificationofcontr_400M_ff624637,0.1462102969189497
503,lastcancelreason_561M_P28_71_137,0.1462102969189497
974,max_contractst_964M_e2e7d341,0.1462102969189497
1102,max_financialinstitution_382M_fa0f756a,0.14614748826218443
806,max_empls_economicalst_849M_P164_110_33,0.145755141326248
1143,max_financialinstitution_591M_dcd48f0a,0.14565926194352807
1103,max_financialinstitution_382M_fd524fdd,0.14565609233305687
1090,max_financialinstitution_382M_ee9c55a2,0.14519829014024477
817,max_classificationofcontr_400M_01f63ac8,0.13038180124194967
941,max_contractst_964M_be389466,0.13031590489983913
1199,min_purposeofcred_874M_P188_162_121,0.1299236486601265
653,max_rejectreason_755M_P53_10_15,0.1298578411932952
1035,max_financialinstitution_382M_b311e4b2,0.12969316211520143
1062,max_financialinstitution_382M_d7907c49,0.12969060437326646
338,min_periodicityofpmts_1102L,0.11743665385124402
816,max_classificationofcontr_400M_00135d9c,0.11399431089131964
939,max_contractst_964M_ba1f9cb6,0.11373031821658328
829,max_classificationofcontr_400M_a6f21017,0.11360187763614599
953,max_contractst_964M_c9a96633,0.11320961920829915
1139,max_financialinstitution_591M_db36d360,0.11304485254221498
340,max_periodicityofpmts_1102L,0.10601573848828874
910,max_contractst_964M_8af2607b,0.09731240758271778
492,lastcancelreason_561M_P199_114_13,0.09731240758271778
878,max_classificationofcontr_400M_fac27da4,0.09685451906996838
944,max_contractst_964M_c0187f17,0.08128384509182558
370,max_totaloutstanddebtvalue_668A,0.08120701106175655
1094,max_financialinstitution_382M_f0606fbf,0.08089158885211298
369,mean_totaloutstanddebtvalue_668A,0.08016040167272348
368,min_totaloutstanddebtvalue_668A,0.07332986140044846
482,lastcancelreason_561M_P17_160_152,0.06492874495349481
1092,max_financialinstitution_382M_ef973dcd,0.06492874495349481
212,count_mainoccupationinc_384A,
215,min_personindex_1023L,
220,min_persontype_1072L,
225,min_persontype_792L,
347,min_residualamount_488A,
348,mean_residualamount_488A,
349,max_residualamount_488A,
406,credtype_322L_nan,
414,inittransactioncode_186L_nan,
419,lastapprcommoditycat_1041M_P117_143_46,
421,lastapprcommoditycat_1041M_P126_161_96,
429,lastapprcommoditycat_1041M_P155_91_176,
439,lastapprcommoditycat_1041M_P187_21_169,
441,lastapprcommoditycat_1041M_P201_108_190,
453,lastapprcommoditycat_1041M_P58_25_91,
457,lastapprcommoditycat_1041M_P93_39_173,
460,lastapprcommoditycat_1041M_nan,
471,lastcancelreason_561M_P129_101_181,
477,lastcancelreason_561M_P151_143_25,
487,lastcancelreason_561M_P188_66_164,
488,lastcancelreason_561M_P191_55_173,
497,lastcancelreason_561M_P203_151_99,
498,lastcancelreason_561M_P204_22_168,
512,lastcancelreason_561M_P59_114_135,
514,lastcancelreason_561M_P60_137_164,
515,lastcancelreason_561M_P60_96_75,
517,lastcancelreason_561M_P65_58_157,
518,lastcancelreason_561M_P68_132_180,
520,lastcancelreason_561M_P72_115_176,
522,lastcancelreason_561M_P7_85_64,
525,lastcancelreason_561M_P89_110_159,
527,lastcancelreason_561M_P91_110_150,
535,lastcancelreason_561M_nan,
538,lastrejectreason_759M_P185_59_178,
554,lastrejectreason_759M_nan,
557,lastrejectreasonclient_4145040M_P203_151_99,
558,lastrejectreasonclient_4145040M_P204_22_168,
562,lastrejectreasonclient_4145040M_P59_114_135,
569,lastrejectreasonclient_4145040M_nan,
650,max_rejectreason_755M_P19_25_34,
664,max_rejectreasonclient_4145042M_P69_72_116,
751,max_incometype_1044T_HANDICAPPED,
804,max_empls_economicalst_849M_P112_86_147,
805,max_empls_economicalst_849M_P148_57_109,
811,max_classificationofcontr_13M_4408ff0f,
813,max_classificationofcontr_13M_be7b251d,
818,max_classificationofcontr_400M_1c2f906f,
819,max_classificationofcontr_400M_34a4286a,
820,max_classificationofcontr_400M_55eb9d11,
821,max_classificationofcontr_400M_5ad7b811,
822,max_classificationofcontr_400M_77c7bdfb,
823,max_classificationofcontr_400M_826d5b48,
824,max_classificationofcontr_400M_87bdbcba,
825,max_classificationofcontr_400M_9158339f,
826,max_classificationofcontr_400M_98dfefeb,
827,max_classificationofcontr_400M_a4b6a70e,
831,max_classificationofcontr_400M_acba4f13,
833,max_classificationofcontr_400M_afc8fa18,
834,max_classificationofcontr_400M_b321ded3,
